Dat2SB	ParticipantBarcode	Study	SampleTypeLetterCode	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12
TCGA-SC-A6LP-01A	TCGA-SC-A6LP	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-SC-A6LQ-01A	TCGA-SC-A6LQ	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-SC-A6LR-01A	TCGA-SC-A6LR	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-SC-AA5Z-01A	TCGA-SC-AA5Z	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-SH-A7BC-01A	TCGA-SH-A7BC	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-SH-A7BD-01A	TCGA-SH-A7BD	MESO	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-SH-A7BH-01A	TCGA-SH-A7BH	MESO	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-SH-A9CT-01A	TCGA-SH-A9CT	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-SH-A9CU-01A	TCGA-SH-A9CU	MESO	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-TS-A7OU-01B	TCGA-TS-A7OU	MESO	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-TS-A7OY-01A	TCGA-TS-A7OY	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-TS-A7OZ-01A	TCGA-TS-A7OZ	MESO	TP	1	1	1	1	2	2	2	8	2	4	4
TCGA-TS-A7P0-01A	TCGA-TS-A7P0	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-TS-A7P1-01A	TCGA-TS-A7P1	MESO	TP	1	1	3	4	5	5	6	5	2	4	4
TCGA-TS-A7P3-01A	TCGA-TS-A7P3	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-TS-A7P6-01A	TCGA-TS-A7P6	MESO	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-TS-A7P7-01A	TCGA-TS-A7P7	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-TS-A7P8-01A	TCGA-TS-A7P8	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-TS-A7PB-01A	TCGA-TS-A7PB	MESO	TP	1	3	3	4	5	5	6	5	1	5	5
TCGA-TS-A8AF-01A	TCGA-TS-A8AF	MESO	TP	1	1	3	4	5	5	6	5	2	4	4
TCGA-TS-A8AI-01A	TCGA-TS-A8AI	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-TS-A8AS-01A	TCGA-TS-A8AS	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-TS-A8AV-01A	TCGA-TS-A8AV	MESO	TP	1	1	3	4	5	5	6	5	8	7	7
TCGA-TS-A8AY-01A	TCGA-TS-A8AY	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-UD-AABY-01A	TCGA-UD-AABY	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-UD-AABZ-01A	TCGA-UD-AABZ	MESO	TP	1	1	1	1	1	1	5	1	1	5	5
TCGA-UD-AAC1-01A	TCGA-UD-AAC1	MESO	TP	1	1	3	4	5	5	6	5	1	5	5
TCGA-UD-AAC4-01A	TCGA-UD-AAC4	MESO	TP	1	1	3	4	5	5	6	1	1	5	5
TCGA-UD-AAC5-01A	TCGA-UD-AAC5	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-UD-AAC6-01A	TCGA-UD-AAC6	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-UD-AAC7-01A	TCGA-UD-AAC7	MESO	TP	1	1	3	4	5	5	6	5	2	4	4
TCGA-UT-A88C-01B	TCGA-UT-A88C	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-UT-A88D-01B	TCGA-UT-A88D	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-UT-A88E-01B	TCGA-UT-A88E	MESO	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-UT-A88G-01B	TCGA-UT-A88G	MESO	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-UT-A97Y-01A	TCGA-UT-A97Y	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-XT-AASU-01A	TCGA-XT-AASU	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-YS-A95B-01A	TCGA-YS-A95B	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-YS-A95C-01A	TCGA-YS-A95C	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-YS-AA4M-01A	TCGA-YS-AA4M	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-ZN-A9VO-01A	TCGA-ZN-A9VO	MESO	TP	1	1	3	4	5	5	6	5	1	5	4
TCGA-ZN-A9VP-01A	TCGA-ZN-A9VP	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-ZN-A9VQ-01A	TCGA-ZN-A9VQ	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-ZN-A9VS-01A	TCGA-ZN-A9VS	MESO	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-ZN-A9VU-01A	TCGA-ZN-A9VU	MESO	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-ZN-A9VV-01A	TCGA-ZN-A9VV	MESO	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-ZN-A9VW-01A	TCGA-ZN-A9VW	MESO	TP	1	1	1	1	2	4	4	4	4	2	2
TCGA-P7-A5NX-01A	TCGA-P7-A5NX	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-P7-A5NY-01A	TCGA-P7-A5NY	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-P8-A5KC-01A	TCGA-P8-A5KC	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-P8-A5KD-01A	TCGA-P8-A5KD	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-P8-A6RX-01A	TCGA-P8-A6RX	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-P8-A6RY-01A	TCGA-P8-A6RY	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-PR-A5PF-01A	TCGA-PR-A5PF	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-PR-A5PG-01A	TCGA-PR-A5PG	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-PR-A5PH-01A	TCGA-PR-A5PH	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6GO-01A	TCGA-QR-A6GO	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6GR-01A	TCGA-QR-A6GR	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6GS-01A	TCGA-QR-A6GS	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6GT-01A	TCGA-QR-A6GT	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6GU-01A	TCGA-QR-A6GU	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6GW-01A	TCGA-QR-A6GW	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6GX-01A	TCGA-QR-A6GX	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6GY-01A	TCGA-QR-A6GY	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6GZ-01A	TCGA-QR-A6GZ	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6H0-01A	TCGA-QR-A6H0	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6H1-01A	TCGA-QR-A6H1	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6H2-01A	TCGA-QR-A6H2	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6H3-01A	TCGA-QR-A6H3	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6H4-01A	TCGA-QR-A6H4	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6H5-01A	TCGA-QR-A6H5	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6H6-01A	TCGA-QR-A6H6	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A6ZZ-01A	TCGA-QR-A6ZZ	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A700-01A	TCGA-QR-A700	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A702-01A	TCGA-QR-A702	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A703-01A	TCGA-QR-A703	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A705-01A	TCGA-QR-A705	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A706-01A	TCGA-QR-A706	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A707-01A	TCGA-QR-A707	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A708-01A	TCGA-QR-A708	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70A-01A	TCGA-QR-A70A	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70C-01A	TCGA-QR-A70C	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70D-01A	TCGA-QR-A70D	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70E-01A	TCGA-QR-A70E	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70G-01B	TCGA-QR-A70G	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70H-01A	TCGA-QR-A70H	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70I-01A	TCGA-QR-A70I	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70J-01A	TCGA-QR-A70J	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70K-01A	TCGA-QR-A70K	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70M-01A	TCGA-QR-A70M	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70N-01A	TCGA-QR-A70N	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70O-01A	TCGA-QR-A70O	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70P-01A	TCGA-QR-A70P	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70Q-01A	TCGA-QR-A70Q	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70R-01A	TCGA-QR-A70R	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70T-01A	TCGA-QR-A70T	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70U-01A	TCGA-QR-A70U	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70V-01A	TCGA-QR-A70V	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70W-01A	TCGA-QR-A70W	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A70X-01A	TCGA-QR-A70X	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A7IN-01A	TCGA-QR-A7IN	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QR-A7IP-01A	TCGA-QR-A7IP	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QT-A5XJ-01A	TCGA-QT-A5XJ	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QT-A5XK-01A	TCGA-QT-A5XK	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QT-A5XL-01A	TCGA-QT-A5XL	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QT-A5XM-01A	TCGA-QT-A5XM	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QT-A5XN-01A	TCGA-QT-A5XN	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QT-A5XO-01A	TCGA-QT-A5XO	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QT-A5XP-01A	TCGA-QT-A5XP	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QT-A69Q-01A	TCGA-QT-A69Q	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-QT-A7U0-01A	TCGA-QT-A7U0	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RM-A68T-01A	TCGA-RM-A68T	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RM-A68W-01A	TCGA-RM-A68W	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RT-A6Y9-01A	TCGA-RT-A6Y9	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RT-A6YA-01A	TCGA-RT-A6YA	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RT-A6YC-01A	TCGA-RT-A6YC	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A67V-01A	TCGA-RW-A67V	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A67W-01A	TCGA-RW-A67W	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A67X-01A	TCGA-RW-A67X	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A67Y-01A	TCGA-RW-A67Y	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A680-01A	TCGA-RW-A680	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A681-01A	TCGA-RW-A681	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A684-01A	TCGA-RW-A684	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A685-01A	TCGA-RW-A685	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A686-01A	TCGA-RW-A686	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A688-01A	TCGA-RW-A688	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A689-01A	TCGA-RW-A689	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A68A-01A	TCGA-RW-A68A	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A68B-01A	TCGA-RW-A68B	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A68C-01A	TCGA-RW-A68C	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A68D-01A	TCGA-RW-A68D	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A68F-01A	TCGA-RW-A68F	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A68G-01A	TCGA-RW-A68G	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A7CZ-01A	TCGA-RW-A7CZ	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A7D0-01A	TCGA-RW-A7D0	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RW-A8AZ-01A	TCGA-RW-A8AZ	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-RX-A8JQ-01A	TCGA-RX-A8JQ	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-S7-A7WL-01A	TCGA-S7-A7WL	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-S7-A7WM-01A	TCGA-S7-A7WM	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-S7-A7WN-01A	TCGA-S7-A7WN	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-S7-A7WO-01A	TCGA-S7-A7WO	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-S7-A7WP-01A	TCGA-S7-A7WP	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-S7-A7WQ-01A	TCGA-S7-A7WQ	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-S7-A7WR-01A	TCGA-S7-A7WR	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-S7-A7WT-01A	TCGA-S7-A7WT	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-S7-A7WU-01A	TCGA-S7-A7WU	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-S7-A7WV-01A	TCGA-S7-A7WV	PCPG	TP	1	1	1	1	2	2	2	2	2	1	1
TCGA-S7-A7WW-01A	TCGA-S7-A7WW	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-S7-A7WX-01A	TCGA-S7-A7WX	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-S7-A7X0-01A	TCGA-S7-A7X0	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-S7-A7X1-01A	TCGA-S7-A7X1	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-S7-A7X2-01A	TCGA-S7-A7X2	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SA-A6C2-01A	TCGA-SA-A6C2	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SP-A6QC-01A	TCGA-SP-A6QC	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SP-A6QD-01A	TCGA-SP-A6QD	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SP-A6QF-01A	TCGA-SP-A6QF	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SP-A6QG-01A	TCGA-SP-A6QG	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SP-A6QH-01A	TCGA-SP-A6QH	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SP-A6QI-01A	TCGA-SP-A6QI	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SP-A6QJ-01A	TCGA-SP-A6QJ	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SP-A6QK-01A	TCGA-SP-A6QK	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SQ-A6I4-01A	TCGA-SQ-A6I4	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SQ-A6I6-01A	TCGA-SQ-A6I6	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SR-A6MP-01A	TCGA-SR-A6MP	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SR-A6MQ-01A	TCGA-SR-A6MQ	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SR-A6MR-01A	TCGA-SR-A6MR	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SR-A6MS-01A	TCGA-SR-A6MS	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SR-A6MT-01A	TCGA-SR-A6MT	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SR-A6MU-01A	TCGA-SR-A6MU	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SR-A6MV-01A	TCGA-SR-A6MV	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SR-A6MX-01A	TCGA-SR-A6MX	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SR-A6MY-01A	TCGA-SR-A6MY	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SR-A6MZ-01A	TCGA-SR-A6MZ	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-SR-A6N0-01A	TCGA-SR-A6N0	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-TT-A6YJ-01A	TCGA-TT-A6YJ	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-TT-A6YK-01A	TCGA-TT-A6YK	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-TT-A6YN-01A	TCGA-TT-A6YN	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-TT-A6YO-01A	TCGA-TT-A6YO	PCPG	TP	1	1	1	1	2	2	2	8	6	1	1
TCGA-TT-A6YP-01A	TCGA-TT-A6YP	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-W2-A7H5-01B	TCGA-W2-A7H5	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-W2-A7H7-01A	TCGA-W2-A7H7	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-W2-A7HA-01B	TCGA-W2-A7HA	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-W2-A7HB-01A	TCGA-W2-A7HB	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-W2-A7HC-01A	TCGA-W2-A7HC	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-W2-A7HD-01A	TCGA-W2-A7HD	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-W2-A7HE-01A	TCGA-W2-A7HE	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-W2-A7HF-01A	TCGA-W2-A7HF	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-W2-A7HH-01A	TCGA-W2-A7HH	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-W2-A7UY-01A	TCGA-W2-A7UY	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A80K-01A	TCGA-WB-A80K	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A80L-01A	TCGA-WB-A80L	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A80M-01A	TCGA-WB-A80M	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A80N-01A	TCGA-WB-A80N	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A80O-01A	TCGA-WB-A80O	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A80P-01A	TCGA-WB-A80P	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A80Q-01A	TCGA-WB-A80Q	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A80V-01A	TCGA-WB-A80V	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A80Y-01A	TCGA-WB-A80Y	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A814-01A	TCGA-WB-A814	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A815-01A	TCGA-WB-A815	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A816-01A	TCGA-WB-A816	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A817-01A	TCGA-WB-A817	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A818-01A	TCGA-WB-A818	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A819-01A	TCGA-WB-A819	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81A-01A	TCGA-WB-A81A	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81D-01A	TCGA-WB-A81D	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81E-01A	TCGA-WB-A81E	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81F-01A	TCGA-WB-A81F	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81G-01A	TCGA-WB-A81G	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81H-01A	TCGA-WB-A81H	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81I-01A	TCGA-WB-A81I	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81J-01A	TCGA-WB-A81J	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81K-01A	TCGA-WB-A81K	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81M-01A	TCGA-WB-A81M	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81N-01A	TCGA-WB-A81N	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81P-01A	TCGA-WB-A81P	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81Q-01A	TCGA-WB-A81Q	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81R-01A	TCGA-WB-A81R	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81S-01A	TCGA-WB-A81S	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81T-01A	TCGA-WB-A81T	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81V-01A	TCGA-WB-A81V	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A81W-01A	TCGA-WB-A81W	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A820-01A	TCGA-WB-A820	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A821-01A	TCGA-WB-A821	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-WB-A822-01A	TCGA-WB-A822	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-XG-A823-01A	TCGA-XG-A823	PCPG	TP	2	2	2	2	3	3	3	3	3	1	1
TCGA-2G-AAEW-01A	TCGA-2G-AAEW	TGCT	TP	1	1	3	4	5	5	6	5	2	4	7
TCGA-2G-AAEX-01A	TCGA-2G-AAEX	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAF1-01A	TCGA-2G-AAF1	TGCT	TP	1	1	1	1	2	2	2	2	2	4	4
TCGA-2G-AAF4-01A	TCGA-2G-AAF4	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAF6-01A	TCGA-2G-AAF6	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAF8-01A	TCGA-2G-AAF8	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAFE-01A	TCGA-2G-AAFE	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAFG-01A	TCGA-2G-AAFG	TGCT	TP	1	1	3	4	5	5	6	5	8	7	7
TCGA-2G-AAFH-01A	TCGA-2G-AAFH	TGCT	TP	1	1	1	1	2	2	5	1	1	5	7
TCGA-2G-AAFI-01A	TCGA-2G-AAFI	TGCT	TP	1	1	4	5	6	6	5	1	1	5	5
TCGA-2G-AAFJ-01A	TCGA-2G-AAFJ	TGCT	TP	1	1	1	1	2	2	2	8	9	8	8
TCGA-2G-AAFL-01A	TCGA-2G-AAFL	TGCT	TP	1	1	1	1	2	2	5	1	1	5	5
TCGA-2G-AAFM-01A	TCGA-2G-AAFM	TGCT	TP	1	1	3	4	5	5	6	1	1	5	5
